term,ngram,total_frequency,article_count
sunday,1,10,8
support staff,2,10,8
teaching assistants,2,10,8
tools,1,10,8
words,1,10,8
below,1,10,7
best start,2,10,7
child should,2,10,7
equipment,1,10,7
fail,1,10,7
head teachers,2,10,7
needs individual,2,10,7
press,1,10,7
treatment,1,10,7
united,1,10,7
whatsapp,1,10,7
actual,1,10,6
arrangements,1,10,6
central government,2,10,6
debate,1,10,6
delivers,1,10,6
full-time,1,10,6
health needs,2,10,6
independent special schools,3,10,6
laws,1,10,6
projects,1,10,6
rebellion,1,10,6
sentence,1,10,6
specialist school places,3,10,6
alternative,1,10,5
arts,1,10,5
conference,1,10,5
health social,2,10,5
health social care,3,10,5
mandatory,1,10,5
nigel,1,10,5
nigel farage,2,10,5
operation,1,10,5
practices,1,10,5
savings,1,10,5
sites,1,10,5
arrest,1,10,4
centres,1,10,4
hospitals,1,10,4
households,1,10,4
independent schools,2,10,4
manchester,1,10,4
mountbatten-windsor,1,10,4
plaid,1,10,4
project,1,10,4
sport,1,10,4
animals,1,10,3
dorset,1,10,3
senedd,1,10,3
student finance,2,10,3
tiktok,1,10,3
victim,1,10,3
associate professor,2,10,2
asylum,1,10,2
fake,1,10,2
knight,1,10,2
visas,1,10,2
donor,1,10,1
holiday lets,2,10,1
lets,1,10,1
riki,1,10,1
transplant,1,10,1
addition,1,9,9
addressing,1,9,9
adult,1,9,9
awareness,1,9,9
boost,1,9,9
carried,1,9,9
carrying,1,9,9
earlier month,2,9,9
early settings,2,9,9
education secretary laura,3,9,9
efforts,1,9,9
ehcps england,2,9,9
either,1,9,9
elsewhere,1,9,9
ending,1,9,9
essential newsletter,2,9,9
expect,1,9,9
framework,1,9,9
guarantee,1,9,9
improvements,1,9,9
inclusive education system,3,9,9
labour government,2,9,9
laura trott,2,9,9
limited,1,9,9
needing,1,9,9
outlined,1,9,9
overhaul special,2,9,9
plans reform,2,9,9
politics essential,2,9,9
politics essential newsletter,3,9,9
promise,1,9,9
reforms children,2,9,9
secretary laura,2,9,9
secretary laura trott,3,9,9
sign politics,2,9,9
sign politics essential,3,9,9
sounds,1,9,9
steps,1,9,9
story ideas,2,9,9
subject,1,9,9
support ehcp,2,9,9
systems,1,9,9
target,1,9,9
therefore,1,9,9
unless,1,9,9
wherever,1,9,9
acknowledged,1,9,8
addressed,1,9,8
appointed,1,9,8
backing,1,9,8
brilliant,1,9,8
cause,1,9,8
conversations,1,9,8
david,1,9,8
effect,1,9,8
engage,1,9,8
entitlement,1,9,8
estimated,1,9,8
expand,1,9,8
fewer children,2,9,8
foundations,1,9,8
getting right,2,9,8
government white,2,9,8
government white paper,3,9,8
greatest,1,9,8
human,1,9,8
involve,1,9,8
knew,1,9,8
language therapy,2,9,8
lots,1,9,8
managing,1,9,8
options,1,9,8
outcomes children send,3,9,8
parts,1,9,8
phase education,2,9,8
projected,1,9,8
raised concerns,2,9,8
reading,1,9,8
recognises,1,9,8
reserved children,2,9,8
secondary schools,2,9,8
send overhaul,2,9,8
send pupils,2,9,8
sibieta,1,9,8
sign here,2,9,8
significantly,1,9,8
speech language therapy,3,9,8
spoken,1,9,8
status,1,9,8
support every,2,9,8
telling,1,9,8
track,1,9,8
treated,1,9,8
within mainstream,2,9,8
achieve thrive,2,9,7
amid,1,9,7
backgrounds,1,9,7
best start family,3,9,7
cash,1,9,7
charged,1,9,7
clubs,1,9,7
collaboration,1,9,7
considered,1,9,7
contact,1,9,7
direction,1,9,7
disruption,1,9,7
earn,1,9,7
foundation,1,9,7
government must,2,9,7
grants,1,9,7
head teacher,2,9,7
inclusion base,2,9,7
ministry,1,9,7
national education,2,9,7
plans children,2,9,7
sensory,1,9,7
seriously,1,9,7
size,1,9,7
start family,2,9,7
support children young,3,9,7
tomorrow,1,9,7
whiteman,1,9,7
worth,1,9,7
children legal right,3,9,6
education white,2,9,6
education white paper,3,9,6
husband,1,9,6
jailed,1,9,6
making sure,2,9,6
model,1,9,6
nottingham,1,9,6
playing,1,9,6
processes,1,9,6
publication,1,9,6
rachel reeves,2,9,6
relating,1,9,6
yorkshire,1,9,6
attacks,1,9,5
birth,1,9,5
children ehcp,2,9,5
claiming,1,9,5
encouraging,1,9,5
explore,1,9,5
food,1,9,5
jonathan,1,9,5
mental health needs,3,9,5
ombudsman,1,9,5
prison,1,9,5
shop,1,9,5
sister,1,9,5
suspect,1,9,5
teenagers,1,9,5
thanks,1,9,5
travelling,1,9,5
unanswered,1,9,5
badenoch,1,9,4
excellence,1,9,4
higher education,2,9,4
housing,1,9,4
identification,1,9,4
killing,1,9,4
strike,1,9,4
tuition fees,2,9,4
vocational,1,9,4
wars,1,9,4
accumulated,1,9,3
blazers,1,9,3
domestic,1,9,3
explains,1,9,3
in-house,1,9,3
liverpool,1,9,3
overseas,1,9,3
resourced provision,2,9,3
urgently,1,9,3
wearing,1,9,3
weight,1,9,3
allergy,1,9,2
gloucestershire,1,9,2
houses,1,9,2
lane,1,9,2
migrants,1,9,2
pre-action,1,9,2
relief,1,9,2
bishop,1,9,1
lisa,1,9,1
millie,1,9,1
muslims,1,9,1
royal mail,2,9,1
accessible,1,8,8
actions,1,8,8
advice,1,8,8
afford,1,8,8
balance,1,8,8
behalf,1,8,8
behavioural,1,8,8
chances children,2,8,8
child send,2,8,8
children severe,2,8,8
complicated,1,8,8
directly schools,2,8,8
door,1,8,8
driving,1,8,8
eligibility,1,8,8
every child send,3,8,8
extra support,2,8,8
gcses,1,8,8
government reforms,2,8,8
high needs,2,8,8
immediate,1,8,8
implemented,1,8,8
knows,1,8,8
language support,2,8,8
life chances children,3,8,8
like speech,2,8,8
luke sibieta,2,8,8
mainstream education,2,8,8
make every,2,8,8
meets,1,8,8
million children,2,8,8
move secondary,2,8,8
move secondary school,3,8,8
need start,2,8,8
normally,1,8,8
optimistic,1,8,8
paper government,2,8,8
picture,1,8,8
policy document,2,8,8
principle,1,8,8
radio,1,8,8
reasonable adjustments,2,8,8
reasons,1,8,8
remove,1,8,8
revealed,1,8,8
school children,2,8,8
section,1,8,8
send england,2,8,8
send your,2,8,8
send your story,3,8,8
serving,1,8,8
specialist teachers,2,8,8
stability,1,8,8
straight,1,8,8
successful,1,8,8
support children special,3,8,8
sweeping,1,8,8
teachers speech,2,8,8
teachers speech language,3,8,8
therapists educational,2,8,8
therapists educational psychologists,3,8,8
thursday,1,8,8
vast,1,8,8
whatever,1,8,8
white paper government,3,8,8
writing,1,8,8
your story,2,8,8
your story ideas,3,8,8
accused,1,8,7
achieving,1,8,7
answer,1,8,7
bank,1,8,7
believed,1,8,7
bodies,1,8,7
bold,1,8,7
cabinet member,2,8,7
choices,1,8,7
costly,1,8,7
criticised,1,8,7
customers,1,8,7
cuts,1,8,7
cycle,1,8,7
department education spokesperson,3,8,7
devolved,1,8,7
disability charity,2,8,7
disadvantage,1,8,7
doubt,1,8,7
easy,1,8,7
educational needs system,3,8,7
else,1,8,7
entirely,1,8,7
faces,1,8,7
fall,1,8,7
helped,1,8,7
highlights,1,8,7
historic,1,8,7
index,1,8,7
interview,1,8,7
involving,1,8,7
largest,1,8,7
lengthy,1,8,7
local schools,2,8,7
locked,1,8,7
morning,1,8,7
multiple,1,8,7
national association,2,8,7
organisation,1,8,7
outcome,1,8,7
pass,1,8,7
potentially,1,8,7
present,1,8,7
prioritise,1,8,7
protected,1,8,7
provision england,2,8,7
putting,1,8,7
referred,1,8,7
represent,1,8,7
responded,1,8,7
restrictions,1,8,7
retain,1,8,7
return,1,8,7
safeguards,1,8,7
short-term,1,8,7
someone,1,8,7
state schools,2,8,7
struggles,1,8,7
support children need,3,8,7
support schools,2,8,7
support services,2,8,7
suspicion,1,8,7
training staff,2,8,7
twitter,1,8,7
view,1,8,7
violent,1,8,7
vulnerable,1,8,7
warns,1,8,7
accommodation,1,8,6
appears,1,8,6
attended,1,8,6
bills,1,8,6
children school,2,8,6
describes,1,8,6
education union,2,8,6
effectively,1,8,6
feeling,1,8,6
fits,1,8,6
genuine,1,8,6
gold,1,8,6
hampshire,1,8,6
health services,2,8,6
incident,1,8,6
inclusion standards,2,8,6
long term,2,8,6
measure,1,8,6
monthly,1,8,6
national education union,3,8,6
nations,1,8,6
phillipson told,2,8,6
position,1,8,6
primary schools,2,8,6
promised,1,8,6
proven,1,8,6
recognise,1,8,6
recorded,1,8,6
reform plans,2,8,6
requiring,1,8,6
schools provide,2,8,6
secretary state,2,8,6
send families,2,8,6
send government,2,8,6
space,1,8,6
strengthen,1,8,6
taken away,2,8,6
taking away,2,8,6
tens,1,8,6
tens thousands,2,8,6
test,1,8,6
testing,1,8,6
threat,1,8,6
three layers,2,8,6
trauma,1,8,6
treasury,1,8,6
twice,1,8,6
cent,1,8,5
delivery,1,8,5
favour,1,8,5
gcse,1,8,5
guilty,1,8,5
harris,1,8,5
history,1,8,5
learning difficulties,2,8,5
prepared,1,8,5
reports,1,8,5
revans,1,8,5
seems,1,8,5
site,1,8,5
support pupils send,3,8,5
system supporting,2,8,5
alleged,1,8,4
announce,1,8,4
bereaved,1,8,4
calm,1,8,4
cardiff,1,8,4
checks,1,8,4
deep,1,8,4
depend,1,8,4
duties,1,8,4
earning,1,8,4
fairer,1,8,4
features,1,8,4
files,1,8,4
freeze,1,8,4
home office,2,8,4
illegal,1,8,4
individual plans,2,8,4
interest rates,2,8,4
owners,1,8,4
repay,1,8,4
rural,1,8,4
seemed,1,8,4
special needs support,3,8,4
support education,2,8,4
true,1,8,4
wife,1,8,4
woman,1,8,4
write,1,8,4
affordable,1,8,3
apprenticeship,1,8,3
baroness,1,8,3
edinburgh,1,8,3
estate,1,8,3
gift,1,8,3
king,1,8,3
murdered,1,8,3
page,1,8,3
panic,1,8,3
ratios,1,8,3
reviews,1,8,3
traditional,1,8,3
your child,2,8,3
bright,1,8,2
children send school,3,8,2
clinic,1,8,2
dying,1,8,2
garner,1,8,2
group claim,2,8,2
jury,1,8,2
lawyer,1,8,2
male,1,8,2
maternity services,2,8,2
pre-action letters,2,8,2
robyn,1,8,2
ryan,1,8,2
student group,2,8,2
student group claim,3,8,2
amos,1,8,1
charity explorer,2,8,1
commonwealth,1,8,1
explorer,1,8,1
helena,1,8,1
injections,1,8,1
lily,1,8,1
lily lane,2,8,1
neets,1,8,1
noah,1,8,1
access specialists,2,7,7
accountable,1,7,7
across schools,2,7,7
approached,1,7,7
argue,1,7,7
associated,1,7,7
attend local,2,7,7
backlash,1,7,7
barely,1,7,7
bigger,1,7,7
campaign groups,2,7,7
carer,1,7,7
causing,1,7,7
certainly,1,7,7
changes government,2,7,7
child school,2,7,7
children support need,3,7,7
circumstances,1,7,7
coalition,1,7,7
complain,1,7,7
conflict,1,7,7
continuing,1,7,7
create specialist,2,7,7
create specialist places,3,7,7
current send,2,7,7
date,1,7,7
deadline,1,7,7
deliver better,2,7,7
demands,1,7,7
devastating,1,7,7
drawn schools,2,7,7
drop,1,7,7
early intervention,2,7,7
ehcps reserved,2,7,7
ended,1,7,7
eventually,1,7,7
facebook instagram send,3,7,7
facebook opens,2,7,7
fight support,2,7,7
financially unsustainable,2,7,7
government planning,2,7,7
government right,2,7,7
growing demand,2,7,7
grown,1,7,7
guarantees,1,7,7
guide,1,7,7
image,1,7,7
initially,1,7,7
instagram send,2,7,7
intended,1,7,7
into account,2,7,7
invested,1,7,7
investigation into,2,7,7
journalists,1,7,7
journey,1,7,7
language therapists educational,3,7,7
like speech language,3,7,7
local councils,2,7,7
locally,1,7,7
middle,1,7,7
mission make,2,7,7
nation,1,7,7
offer support,2,7,7
opening,1,7,7
overhaul special educational,3,7,7
paper published,2,7,7
parental,1,7,7
part broader,2,7,7
paul whiteman,2,7,7
paul whiteman general,3,7,7
plans make,2,7,7
proposed reforms,2,7,7
provision packages,2,7,7
reason,1,7,7
reassessed primary,2,7,7
reassessed primary school,3,7,7
recognised,1,7,7
regular,1,7,7
regularly,1,7,7
reliance,1,7,7
saving,1,7,7
schools families,2,7,7
seem,1,7,7
select,1,7,7
select committee,2,7,7
send must,2,7,7
september children,2,7,7
share facebook,2,7,7
share facebook opens,3,7,7
shortage,1,7,7
speak,1,7,7
special school places,3,7,7
specialist provision packages,3,7,7
spectrum,1,7,7
spend send,2,7,7
stand,1,7,7
stress,1,7,7
struggle,1,7,7
summer,1,7,7
support special,2,7,7
switch,1,7,7
system families,2,7,7
system including,2,7,7
take place,2,7,7
teams,1,7,7
thrive school,2,7,7
training support,2,7,7
unfair,1,7,7
unfortunately,1,7,7
unions,1,7,7
urging,1,7,7
white paper published,3,7,7
whiteman general,2,7,7
whiteman general secretary,3,7,7
worries,1,7,7
worrying,1,7,7
academies,1,7,6
achieving thriving,2,7,6
aren,1,7,6
around child,2,7,6
arrived,1,7,6
calls,1,7,6
careful,1,7,6
child achieving,2,7,6
child achieving thriving,3,7,6
children young families,3,7,6
chronic,1,7,6
completed,1,7,6
consistently,1,7,6
contacted,1,7,6
continued,1,7,6
councils network,2,7,6
county councils,2,7,6
county councils network,3,7,6
daily,1,7,6
educational psychologists speech,3,7,6
encourage,1,7,6
every child achieving,3,7,6
every week,2,7,6
exactly,1,7,6
excluded,1,7,6
experienced,1,7,6
expressed,1,7,6
factor,1,7,6
fair,1,7,6
falling,1,7,6
families need,2,7,6
final,1,7,6
fundamental,1,7,6
getting right support,3,7,6
government association,2,7,6
happy,1,7,6
harder,1,7,6
harm,1,7,6
heavily,1,7,6
help support,2,7,6
identifies,1,7,6
improve outcomes,2,7,6
improve outcomes children,3,7,6
income,1,7,6
inconsistent,1,7,6
inherited,1,7,6
integrated,1,7,6
june,1,7,6
listed,1,7,6
local government association,3,7,6
main,1,7,6
marked,1,7,6
market,1,7,6
massive,1,7,6
maths,1,7,6
month,1,7,6
moves,1,7,6
narrow,1,7,6
need reform,2,7,6
needs change,2,7,6
neurodivergent,1,7,6
nursery school,2,7,6
officer,1,7,6
otherwise,1,7,6
partner,1,7,6
passed,1,7,6
perhaps,1,7,6
personalised,1,7,6
produced,1,7,6
provision children,2,7,6
psychologists speech,2,7,6
psychologists speech language,3,7,6
puts,1,7,6
reform send system,3,7,6
reforms send,2,7,6
refusal,1,7,6
refuse,1,7,6
replace,1,7,6
retail,1,7,6
reveal,1,7,6
rights children,2,7,6
routinely,1,7,6
serves,1,7,6
smaller,1,7,6
soaring,1,7,6
strain,1,7,6
sure every,2,7,6
system need,2,7,6
teenager,1,7,6
voice,1,7,6
wait,1,7,6
winter,1,7,6
advisory,1,7,5
advisory group,2,7,5
anne,1,7,5
applications,1,7,5
billion investment,2,7,5
career,1,7,5
challenge decisions,2,7,5
chancellor rachel,2,7,5
chancellor rachel reeves,3,7,5
check,1,7,5
children reviewed,2,7,5
describing,1,7,5
details government,2,7,5
dyslexia,1,7,5
effective support children,3,7,5
ensure every,2,7,5
flexibility,1,7,5
government confirmed,2,7,5
hubs,1,7,5
joint,1,7,5
keep until,2,7,5
mind,1,7,5
monitor,1,7,5
nasuwt,1,7,5
needs support should,3,7,5
oversight,1,7,5
parents fight,2,7,5
predicted,1,7,5
prof,1,7,5
representing,1,7,5
same period,2,7,5
sixth,1,7,5
size fits,2,7,5
some schools,2,7,5
streets,1,7,5
thinks,1,7,5
thomas,1,7,5
town,1,7,5
training offer,2,7,5
workers,1,7,5
workload,1,7,5
young education,2,7,5
assault,1,7,4
becoming,1,7,4
climate,1,7,4
cost supporting,2,7,4
couple,1,7,4
cymru,1,7,4
democracy,1,7,4
exclusion,1,7,4
extend,1,7,4
generational,1,7,4
images,1,7,4
iran,1,7,4
local provision,2,7,4
looks,1,7,4
material,1,7,4
metropolitan,1,7,4
metropolitan police,2,7,4
morgan,1,7,4
national send,2,7,4
paying,1,7,4
pilot,1,7,4
plaid cymru,2,7,4
platforms,1,7,4
population,1,7,4
property,1,7,4
registered,1,7,4
related,1,7,4
reserved only,2,7,4
send white,2,7,4
send white paper,3,7,4
somerset,1,7,4
subjects,1,7,4
system government,2,7,4
updates,1,7,4
word,1,7,4
worker,1,7,4
ai-generated,1,7,3
bands,1,7,3
click,1,7,3
comfortable,1,7,3
crimes,1,7,3
detailed,1,7,3
durham,1,7,3
ehcps isps,2,7,3
gove,1,7,3
julian,1,7,3
left without,2,7,3
motion,1,7,3
original,1,7,3
smart,1,7,3
ties,1,7,3
unanswered questions,2,7,3
village,1,7,3
welsh government,2,7,3
becky,1,7,2
contract,1,7,2
examines,1,7,2
football,1,7,2
homicide,1,7,2
horizons,1,7,2
kyllian,1,7,2
looked-after,1,7,2
partnerships,1,7,2
republic,1,7,2
shirt,1,7,2
southampton,1,7,2
trusts,1,7,2
williams,1,7,2
a-levels,1,7,1
archbishop,1,7,1
assisted dying,2,7,1
children care,2,7,1
essex,1,7,1
legal life,2,7,1
medical relief,2,7,1
medical relief research,3,7,1
milly,1,7,1
northumberland,1,7,1
overseas development,2,7,1
presentation,1,7,1
relief research,2,7,1
second home,2,7,1
weight-loss,1,7,1
wolverhampton,1,7,1
womb transplant,2,7,1
women girls,2,7,1
additional reporting,2,6,6
admitted,1,6,6
amanda,1,6,6
anticipated,1,6,6
approved,1,6,6
assess,1,6,6
association head,2,6,6
association head teachers,3,6,6
attached,1,6,6
backbench,1,6,6
because lack,2,6,6
builds,1,6,6
campaigners,1,6,6
central newsdesk,2,6,6
central newsdesk journalists,3,6,6
challenged,1,6,6
changes mean,2,6,6
child access,2,6,6
child individual,2,6,6
child individual needs,3,6,6
children better,2,6,6
children commissioner,2,6,6
children parents,2,6,6
children receiving,2,6,6
closer,1,6,6
common,1,6,6
complex special,2,6,6
concerning,1,6,6
confirm,1,6,6
consider,1,6,6
considering,1,6,6
context,1,6,6
contribute,1,6,6
current send system,3,6,6
dame,1,6,6
decades,1,6,6
dedicated send,2,6,6
delivered local,2,6,6
denied,1,6,6
designated,1,6,6
doubled decade,2,6,6
education children,2,6,6
elements,1,6,6
embedded,1,6,6
english schools,2,6,6
entitlements reassessed,2,6,6
equivalent,1,6,6
essential newsletter keep,3,6,6
expanding,1,6,6
expected published,2,6,6
experiencing,1,6,6
facebook opens share,3,6,6
factors,1,6,6
fiscal studies government,3,6,6
flagship,1,6,6
flagship newsletter,2,6,6
flagship newsletter headlines,3,6,6
following links,2,6,6
following links open,3,6,6
follows,1,6,6
full plans,2,6,6
fundamentally,1,6,6
funding schools,2,6,6
gathered,1,6,6
generally,1,6,6
georgia,1,6,6
georgia gould,2,6,6
goes,1,6,6
going directly,2,6,6
going directly schools,3,6,6
government plan,2,6,6
government proposals,2,6,6
government wants,2,6,6
grant,1,6,6
halve,1,6,6
having additional,2,6,6
headlines need,2,6,6
headlines need start,3,6,6
independence,1,6,6
influence,1,6,6
inner,1,6,6
inner workings,2,6,6
inner workings westminster,3,6,6
instagram send your,3,6,6
intention,1,6,6
into secondary,2,6,6
into secondary school,3,6,6
introduction,1,6,6
keep inner,2,6,6
keep inner workings,3,6,6
kept,1,6,6
launch,1,6,6
left behind,2,6,6
links open,2,6,6
links open share,3,6,6
long-awaited,1,6,6
looked,1,6,6
maintain,1,6,6
make system,2,6,6
mean children,2,6,6
meet needs children,3,6,6
meetings,1,6,6
million pupils,2,6,6
multi-agency,1,6,6
must ensure,2,6,6
named,1,6,6
national association head,3,6,6
need government,2,6,6
need start sign,3,6,6
needs england,2,6,6
needs identified,2,6,6
needs individual support,3,6,6
newsdesk,1,6,6
newsdesk journalists,2,6,6
newsletter headlines,2,6,6
newsletter headlines need,3,6,6
newsletter keep,2,6,6
newsletter keep inner,3,6,6
number doubled,2,6,6
offering,1,6,6
open share,2,6,6
open share facebook,3,6,6
opened,1,6,6
opens share,2,6,6
opens share twitter,3,6,6
overwhelming,1,6,6
parent carer,2,6,6
parents able,2,6,6
part send,2,6,6
parties,1,6,6
planned reforms,2,6,6
pledged,1,6,6
pressed,1,6,6
primary school gcses,3,6,6
protecting,1,6,6
prove,1,6,6
provide support,2,6,6
published monday,2,6,6
pupils assessed,2,6,6
raise concerns,2,6,6
realistic,1,6,6
reassess,1,6,6
reassessments,1,6,6
receive local,2,6,6
recruitment,1,6,6
reduced,1,6,6
reflect,1,6,6
repeatedly,1,6,6
reserved children severe,3,6,6
responsible ensuring,2,6,6
rest,1,6,6
retaining,1,6,6
retention,1,6,6
right help,2,6,6
right support right,3,6,6
rights support,2,6,6
roll,1,6,6
safely,1,6,6
school gcses,2,6,6
school inclusion,2,6,6
schools children,2,6,6
schools like,2,6,6
send provision england,3,6,6
send risen,2,6,6
settings colleges,2,6,6
share twitter,2,6,6
share twitter opens,3,6,6
shifting,1,6,6
should given,2,6,6
should receive local,3,6,6
small groups,2,6,6
some parents,2,6,6
sort,1,6,6
specialists like,2,6,6
speech language support,3,6,6
speed,1,6,6
spending money,2,6,6
spokesperson department,2,6,6
spokesperson department education,3,6,6
staffing,1,6,6
start sign,2,6,6
start sign here,3,6,6
state-funded,1,6,6
statements,1,6,6
strengthened,1,6,6
stretched,1,6,6
studies government,2,6,6
suffered,1,6,6
support legal,2,6,6
support needs,2,6,6
support provided,2,6,6
support receive,2,6,6
support right,2,6,6
support well,2,6,6
supporting children send,3,6,6
supporting students,2,6,6
supposed,1,6,6
system only,2,6,6
system parents,2,6,6
talk,1,6,6
teachers experts,2,6,6
thousands children,2,6,6
three layers support,3,6,6
tier,1,6,6
timely,1,6,6
told radio,2,6,6
train teachers,2,6,6
transition system,2,6,6
tried,1,6,6
twitter opens,2,6,6
two-thirds,1,6,6
unhappy,1,6,6
unnecessary,1,6,6
until finish,2,6,6
warn,1,6,6
westminster beyond,2,6,6
wherever live,2,6,6
whether child,2,6,6
whilst,1,6,6
whose needs,2,6,6
within mainstream schools,3,6,6
workings,1,6,6
workings westminster,2,6,6
workings westminster beyond,3,6,6
achieved,1,6,5
adults,1,6,5
agency,1,6,5
altogether,1,6,5
announcements,1,6,5
argued,1,6,5
august,1,6,5
available mainstream,2,6,5
available mainstream schools,3,6,5
becomes,1,6,5
better outcomes,2,6,5
better outcomes children,3,6,5
better system,2,6,5
broad,1,6,5
businesses,1,6,5
